,beta,edge_num,gamma,max_lambda,node_num
640,0.013671875,250,0.1,10.22198624,50
641,0.026953125,250,0.2,10.22198624,50
642,0.040136719,250,0.3,10.22198624,50
643,0.053515625,250,0.4,10.22198624,50
644,0.065917969,250,0.5,10.22198624,50
645,0.080566406,250,0.6,10.22198624,50
646,0.093310547,250,0.7,10.22198624,50
647,0.099609375,250,0.8,10.22198624,50
648,0.115576172,250,0.9,10.22198624,50
649,0.130371094,250,1,10.22198624,50
650,0.012890625,250,0.1,10.24309684,50
651,0.026953125,250,0.2,10.24309684,50
652,0.040136719,250,0.3,10.24309684,50
653,0.053515625,250,0.4,10.24309684,50
654,0.064941406,250,0.5,10.24309684,50
655,0.079980469,250,0.6,10.24309684,50
656,0.096044922,250,0.7,10.24309684,50
657,0.105859375,250,0.8,10.24309684,50
658,0.122607422,250,0.9,10.24309684,50
659,0.139160156,250,1,10.24309684,50
660,0.012109375,250,0.1,10.23007048,50
661,0.027734375,250,0.2,10.23007048,50
662,0.039550781,250,0.3,10.23007048,50
663,0.053515625,250,0.4,10.23007048,50
664,0.066894531,250,0.5,10.23007048,50
665,0.078808594,250,0.6,10.23007048,50
666,0.091943359,250,0.7,10.23007048,50
667,0.108203125,250,0.8,10.23007048,50
668,0.113818359,250,0.9,10.23007048,50
669,0.127441406,250,1,10.23007048,50
670,0.012890625,250,0.1,10.26836447,50
671,0.026953125,250,0.2,10.26836447,50
672,0.038964844,250,0.3,10.26836447,50
673,0.053515625,250,0.4,10.26836447,50
674,0.067871094,250,0.5,10.26836447,50
675,0.078222656,250,0.6,10.26836447,50
676,0.089208984,250,0.7,10.26836447,50
677,0.109765625,250,0.8,10.26836447,50
678,0.115576172,250,0.9,10.26836447,50
679,0.129394531,250,1,10.26836447,50
680,0.012890625,250,0.1,10.25166656,50
681,0.024609375,250,0.2,10.25166656,50
682,0.038378906,250,0.3,10.25166656,50
683,0.051953125,250,0.4,10.25166656,50
684,0.066894531,250,0.5,10.25166656,50
685,0.079394531,250,0.6,10.25166656,50
686,0.087158203,250,0.7,10.25166656,50
687,0.105859375,250,0.8,10.25166656,50
688,0.127001953,250,0.9,10.25166656,50
689,0.134277344,250,1,10.25166656,50
690,0.013671875,250,0.1,10.2230199,50
691,0.026953125,250,0.2,10.2230199,50
692,0.039550781,250,0.3,10.2230199,50
693,0.055078125,250,0.4,10.2230199,50
694,0.068847656,250,0.5,10.2230199,50
695,0.084667969,250,0.6,10.2230199,50
696,0.091259766,250,0.7,10.2230199,50
697,0.108203125,250,0.8,10.2230199,50
698,0.117333984,250,0.9,10.2230199,50
699,0.129394531,250,1,10.2230199,50
700,0.013671875,250,0.1,10.22931736,50
701,0.026171875,250,0.2,10.22931736,50
702,0.042480469,250,0.3,10.22931736,50
703,0.051953125,250,0.4,10.22931736,50
704,0.065917969,250,0.5,10.22931736,50
705,0.078808594,250,0.6,10.22931736,50
706,0.093310547,250,0.7,10.22931736,50
707,0.099609375,250,0.8,10.22931736,50
708,0.127001953,250,0.9,10.22931736,50
709,0.132324219,250,1,10.22931736,50
710,0.012890625,250,0.1,10.29346002,50
711,0.025390625,250,0.2,10.29346002,50
712,0.039550781,250,0.3,10.29346002,50
713,0.052734375,250,0.4,10.29346002,50
714,0.067871094,250,0.5,10.29346002,50
715,0.079980469,250,0.6,10.29346002,50
716,0.090576172,250,0.7,10.29346002,50
717,0.109765625,250,0.8,10.29346002,50
718,0.127001953,250,0.9,10.29346002,50
719,0.128417969,250,1,10.29346002,50
720,0.013671875,250,0.1,10.27458809,50
721,0.026953125,250,0.2,10.27458809,50
722,0.040722656,250,0.3,10.27458809,50
723,0.054296875,250,0.4,10.27458809,50
724,0.065917969,250,0.5,10.27458809,50
725,0.077050781,250,0.6,10.27458809,50
726,0.099462891,250,0.7,10.27458809,50
727,0.102734375,250,0.8,10.27458809,50
728,0.121728516,250,0.9,10.27458809,50
729,0.131347656,250,1,10.27458809,50
730,0.013671875,250,0.1,10.30111432,50
731,0.025390625,250,0.2,10.30111432,50
732,0.038378906,250,0.3,10.30111432,50
733,0.053515625,250,0.4,10.30111432,50
734,0.066894531,250,0.5,10.30111432,50
735,0.077050781,250,0.6,10.30111432,50
736,0.096044922,250,0.7,10.30111432,50
737,0.099609375,250,0.8,10.30111432,50
738,0.127001953,250,0.9,10.30111432,50
739,0.130371094,250,1,10.30111432,50
740,0.013671875,250,0.1,10.34189271,50
741,0.026171875,250,0.2,10.34189271,50
742,0.040136719,250,0.3,10.34189271,50
743,0.053515625,250,0.4,10.34189271,50
744,0.063964844,250,0.5,10.34189271,50
745,0.079394531,250,0.6,10.34189271,50
746,0.092626953,250,0.7,10.34189271,50
747,0.102734375,250,0.8,10.34189271,50
748,0.121728516,250,0.9,10.34189271,50
749,0.131347656,250,1,10.34189271,50
750,0.013671875,250,0.1,10.26106327,50
751,0.027734375,250,0.2,10.26106327,50
752,0.040722656,250,0.3,10.26106327,50
753,0.055078125,250,0.4,10.26106327,50
754,0.070800781,250,0.5,10.26106327,50
755,0.080566406,250,0.6,10.26106327,50
756,0.094677734,250,0.7,10.26106327,50
757,0.105859375,250,0.8,10.26106327,50
758,0.118212891,250,0.9,10.26106327,50
759,0.128417969,250,1,10.26106327,50
760,0.013671875,250,0.1,10.25553224,50
761,0.026953125,250,0.2,10.25553224,50
762,0.038964844,250,0.3,10.25553224,50
763,0.051953125,250,0.4,10.25553224,50
764,0.065917969,250,0.5,10.25553224,50
765,0.079980469,250,0.6,10.25553224,50
766,0.098779297,250,0.7,10.25553224,50
767,0.105859375,250,0.8,10.25553224,50
768,0.119091797,250,0.9,10.25553224,50
769,0.128417969,250,1,10.25553224,50
770,0.013671875,250,0.1,10.28300534,50
771,0.027734375,250,0.2,10.28300534,50
772,0.038964844,250,0.3,10.28300534,50
773,0.052734375,250,0.4,10.28300534,50
774,0.064941406,250,0.5,10.28300534,50
775,0.081152344,250,0.6,10.28300534,50
776,0.092626953,250,0.7,10.28300534,50
777,0.102734375,250,0.8,10.28300534,50
778,0.119091797,250,0.9,10.28300534,50
779,0.132324219,250,1,10.28300534,50
780,0.013671875,250,0.1,10.19307798,50
781,0.028515625,250,0.2,10.19307798,50
782,0.038964844,250,0.3,10.19307798,50
783,0.053515625,250,0.4,10.19307798,50
784,0.065917969,250,0.5,10.19307798,50
785,0.075878906,250,0.6,10.19307798,50
786,0.098779297,250,0.7,10.19307798,50
787,0.109765625,250,0.8,10.19307798,50
788,0.117333984,250,0.9,10.19307798,50
789,0.145019531,250,1,10.19307798,50
790,0.012109375,250,0.1,10.35280921,50
791,0.026171875,250,0.2,10.35280921,50
792,0.040136719,250,0.3,10.35280921,50
793,0.051171875,250,0.4,10.35280921,50
794,0.064941406,250,0.5,10.35280921,50
795,0.079980469,250,0.6,10.35280921,50
796,0.087158203,250,0.7,10.35280921,50
797,0.106640625,250,0.8,10.35280921,50
798,0.120849609,250,0.9,10.35280921,50
799,0.133300781,250,1,10.35280921,50
800,0.013671875,250,0.1,10.23946242,50
801,0.026953125,250,0.2,10.23946242,50
802,0.038964844,250,0.3,10.23946242,50
803,0.056640625,250,0.4,10.23946242,50
804,0.063964844,250,0.5,10.23946242,50
805,0.078222656,250,0.6,10.23946242,50
806,0.089892578,250,0.7,10.23946242,50
807,0.106640625,250,0.8,10.23946242,50
808,0.119091797,250,0.9,10.23946242,50
809,0.137207031,250,1,10.23946242,50
810,0.013671875,250,0.1,10.2472751,50
811,0.028515625,250,0.2,10.2472751,50
812,0.041308594,250,0.3,10.2472751,50
813,0.051171875,250,0.4,10.2472751,50
814,0.064941406,250,0.5,10.2472751,50
815,0.079980469,250,0.6,10.2472751,50
816,0.092626953,250,0.7,10.2472751,50
817,0.105859375,250,0.8,10.2472751,50
818,0.127001953,250,0.9,10.2472751,50
819,0.131347656,250,1,10.2472751,50
820,0.012890625,250,0.1,10.34684445,50
821,0.026953125,250,0.2,10.34684445,50
822,0.040136719,250,0.3,10.34684445,50
823,0.049609375,250,0.4,10.34684445,50
824,0.064941406,250,0.5,10.34684445,50
825,0.079980469,250,0.6,10.34684445,50
826,0.093310547,250,0.7,10.34684445,50
827,0.106640625,250,0.8,10.34684445,50
828,0.114697266,250,0.9,10.34684445,50
829,0.124511719,250,1,10.34684445,50
830,0.013671875,250,0.1,10.19081049,50
831,0.026171875,250,0.2,10.19081049,50
832,0.040136719,250,0.3,10.19081049,50
833,0.054296875,250,0.4,10.19081049,50
834,0.062011719,250,0.5,10.19081049,50
835,0.080566406,250,0.6,10.19081049,50
836,0.096044922,250,0.7,10.19081049,50
837,0.105859375,250,0.8,10.19081049,50
838,0.120849609,250,0.9,10.19081049,50
839,0.131347656,250,1,10.19081049,50
840,0.013671875,250,0.1,10.20301009,50
841,0.026171875,250,0.2,10.20301009,50
842,0.041308594,250,0.3,10.20301009,50
843,0.052734375,250,0.4,10.20301009,50
844,0.065917969,250,0.5,10.20301009,50
845,0.087011719,250,0.6,10.20301009,50
846,0.096044922,250,0.7,10.20301009,50
847,0.103515625,250,0.8,10.20301009,50
848,0.127001953,250,0.9,10.20301009,50
849,0.135253906,250,1,10.20301009,50
850,0.012109375,250,0.1,10.13873813,50
851,0.027734375,250,0.2,10.13873813,50
852,0.039550781,250,0.3,10.13873813,50
853,0.052734375,250,0.4,10.13873813,50
854,0.066894531,250,0.5,10.13873813,50
855,0.081152344,250,0.6,10.13873813,50
856,0.099462891,250,0.7,10.13873813,50
857,0.106640625,250,0.8,10.13873813,50
858,0.120849609,250,0.9,10.13873813,50
859,0.124511719,250,1,10.13873813,50
860,0.013671875,250,0.1,10.26468071,50
861,0.026953125,250,0.2,10.26468071,50
862,0.041308594,250,0.3,10.26468071,50
863,0.051171875,250,0.4,10.26468071,50
864,0.066894531,250,0.5,10.26468071,50
865,0.079980469,250,0.6,10.26468071,50
866,0.090576172,250,0.7,10.26468071,50
867,0.106640625,250,0.8,10.26468071,50
868,0.116455078,250,0.9,10.26468071,50
869,0.131347656,250,1,10.26468071,50
870,0.013671875,250,0.1,10.33487159,50
871,0.026953125,250,0.2,10.33487159,50
872,0.038964844,250,0.3,10.33487159,50
873,0.051171875,250,0.4,10.33487159,50
874,0.066894531,250,0.5,10.33487159,50
875,0.084667969,250,0.6,10.33487159,50
876,0.092626953,250,0.7,10.33487159,50
877,0.112890625,250,0.8,10.33487159,50
878,0.119091797,250,0.9,10.33487159,50
879,0.130371094,250,1,10.33487159,50
880,0.013671875,250,0.1,10.30858472,50
881,0.027734375,250,0.2,10.30858472,50
882,0.040722656,250,0.3,10.30858472,50
883,0.056640625,250,0.4,10.30858472,50
884,0.065917969,250,0.5,10.30858472,50
885,0.078222656,250,0.6,10.30858472,50
886,0.093310547,250,0.7,10.30858472,50
887,0.104296875,250,0.8,10.30858472,50
888,0.123486328,250,0.9,10.30858472,50
889,0.126464844,250,1,10.30858472,50
890,0.012890625,250,0.1,10.22017636,50
891,0.024609375,250,0.2,10.22017636,50
892,0.040136719,250,0.3,10.22017636,50
893,0.051953125,250,0.4,10.22017636,50
894,0.066894531,250,0.5,10.22017636,50
895,0.080566406,250,0.6,10.22017636,50
896,0.091943359,250,0.7,10.22017636,50
897,0.107421875,250,0.8,10.22017636,50
898,0.119970703,250,0.9,10.22017636,50
899,0.133300781,250,1,10.22017636,50
900,0.013671875,250,0.1,10.33384381,50
901,0.028515625,250,0.2,10.33384381,50
902,0.039550781,250,0.3,10.33384381,50
903,0.053515625,250,0.4,10.33384381,50
904,0.065917969,250,0.5,10.33384381,50
905,0.081738281,250,0.6,10.33384381,50
906,0.089892578,250,0.7,10.33384381,50
907,0.101953125,250,0.8,10.33384381,50
908,0.122607422,250,0.9,10.33384381,50
909,0.128417969,250,1,10.33384381,50
910,0.012890625,250,0.1,10.26259763,50
911,0.026171875,250,0.2,10.26259763,50
912,0.041308594,250,0.3,10.26259763,50
913,0.052734375,250,0.4,10.26259763,50
914,0.066894531,250,0.5,10.26259763,50
915,0.080566406,250,0.6,10.26259763,50
916,0.091943359,250,0.7,10.26259763,50
917,0.106640625,250,0.8,10.26259763,50
918,0.119970703,250,0.9,10.26259763,50
919,0.136230469,250,1,10.26259763,50
920,0.012890625,250,0.1,10.23860469,50
921,0.026171875,250,0.2,10.23860469,50
922,0.041308594,250,0.3,10.23860469,50
923,0.051171875,250,0.4,10.23860469,50
924,0.070800781,250,0.5,10.23860469,50
925,0.078222656,250,0.6,10.23860469,50
926,0.097412109,250,0.7,10.23860469,50
927,0.112890625,250,0.8,10.23860469,50
928,0.123486328,250,0.9,10.23860469,50
929,0.130371094,250,1,10.23860469,50
930,0.012890625,250,0.1,10.31549028,50
931,0.026953125,250,0.2,10.31549028,50
932,0.036621094,250,0.3,10.31549028,50
933,0.051953125,250,0.4,10.31549028,50
934,0.065917969,250,0.5,10.31549028,50
935,0.078808594,250,0.6,10.31549028,50
936,0.090576172,250,0.7,10.31549028,50
937,0.099609375,250,0.8,10.31549028,50
938,0.124365234,250,0.9,10.31549028,50
939,0.133300781,250,1,10.31549028,50
940,0.013671875,250,0.1,10.18857503,50
941,0.026953125,250,0.2,10.18857503,50
942,0.038378906,250,0.3,10.18857503,50
943,0.051171875,250,0.4,10.18857503,50
944,0.065917969,250,0.5,10.18857503,50
945,0.079980469,250,0.6,10.18857503,50
946,0.092626953,250,0.7,10.18857503,50
947,0.108203125,250,0.8,10.18857503,50
948,0.119091797,250,0.9,10.18857503,50
949,0.139160156,250,1,10.18857503,50
950,0.014453125,250,0.1,10.29706143,50
951,0.026953125,250,0.2,10.29706143,50
952,0.039550781,250,0.3,10.29706143,50
953,0.053515625,250,0.4,10.29706143,50
954,0.064941406,250,0.5,10.29706143,50
955,0.079394531,250,0.6,10.29706143,50
956,0.093994141,250,0.7,10.29706143,50
957,0.108203125,250,0.8,10.29706143,50
958,0.118212891,250,0.9,10.29706143,50
959,0.138183594,250,1,10.29706143,50
960,0.012890625,250,0.1,10.21328248,50
961,0.026171875,250,0.2,10.21328248,50
962,0.040136719,250,0.3,10.21328248,50
963,0.054296875,250,0.4,10.21328248,50
964,0.067871094,250,0.5,10.21328248,50
965,0.080566406,250,0.6,10.21328248,50
966,0.093310547,250,0.7,10.21328248,50
967,0.106640625,250,0.8,10.21328248,50
968,0.119091797,250,0.9,10.21328248,50
969,0.133300781,250,1,10.21328248,50
970,0.014453125,250,0.1,10.25919028,50
971,0.027734375,250,0.2,10.25919028,50
972,0.038964844,250,0.3,10.25919028,50
973,0.053515625,250,0.4,10.25919028,50
974,0.066894531,250,0.5,10.25919028,50
975,0.084667969,250,0.6,10.25919028,50
976,0.093310547,250,0.7,10.25919028,50
977,0.105078125,250,0.8,10.25919028,50
978,0.119970703,250,0.9,10.25919028,50
979,0.132324219,250,1,10.25919028,50
980,0.013671875,250,0.1,10.39770579,50
981,0.025390625,250,0.2,10.39770579,50
982,0.037207031,250,0.3,10.39770579,50
983,0.055078125,250,0.4,10.39770579,50
984,0.064941406,250,0.5,10.39770579,50
985,0.074121094,250,0.6,10.39770579,50
986,0.098779297,250,0.7,10.39770579,50
987,0.107421875,250,0.8,10.39770579,50
988,0.115576172,250,0.9,10.39770579,50
989,0.132324219,250,1,10.39770579,50
990,0.012890625,250,0.1,10.31776483,50
991,0.026171875,250,0.2,10.31776483,50
992,0.040136719,250,0.3,10.31776483,50
993,0.052734375,250,0.4,10.31776483,50
994,0.068847656,250,0.5,10.31776483,50
995,0.079394531,250,0.6,10.31776483,50
996,0.093310547,250,0.7,10.31776483,50
997,0.107421875,250,0.8,10.31776483,50
998,0.112060547,250,0.9,10.31776483,50
999,0.133300781,250,1,10.31776483,50
