,beta,edge_num,gamma,lamuda10:,lamuda1:,lamuda2:,lamuda3:,lamuda4:,lamuda5:,lamuda6:,lamuda7:,lamuda8:,lamuda9:,node_num
167,0.564453125,20,0.8,0.803637464,4.088596537,-2.732050808,-2.634427658,-1.660224575,-1.050336029,-0.283983561,1.446698557,1.290039265,0.732050808,10
168,0.647314453,20,0.9,0.803637464,4.088596537,-2.732050808,-2.634427658,-1.660224575,-1.050336029,-0.283983561,1.446698557,1.290039265,0.732050808,10
169,0.686035156,20,1,0.803637464,4.088596537,-2.732050808,-2.634427658,-1.660224575,-1.050336029,-0.283983561,1.446698557,1.290039265,0.732050808,10
170,0.069140625,20,0.1,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
171,0.137109375,20,0.2,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
172,0.210058594,20,0.3,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
173,0.284765625,20,0.4,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
174,0.349121094,20,0.5,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
175,0.424511719,20,0.6,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
176,0.490478516,20,0.7,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
177,0.550390625,20,0.8,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
178,0.641162109,20,0.9,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
179,0.692871094,20,1,-1.481549914,4.257448953,-2.762980182,1.546238581,1.275891498,1.094226223,0.285343038,-2.095037585,-0.823061796,-1.296518816,10
180,0.069140625,20,0.1,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
181,0.137109375,20,0.2,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
182,0.205957031,20,0.3,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
183,0.286328125,20,0.4,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
184,0.364746094,20,0.5,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
185,0.411035156,20,0.6,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
186,0.478173828,20,0.7,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
187,0.566015625,20,0.8,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
188,0.635888672,20,0.9,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
189,0.718261719,20,1,-1.48109948,4.147147098,1.797792376,1.467733884,-2.765425931,0.660318732,0.135903824,-0.317319748,-2.255685001,-1.389365753,10
190,0.072265625,20,0.1,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
191,0.143359375,20,0.2,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
192,0.210058594,20,0.3,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
193,0.292578125,20,0.4,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
194,0.352050781,20,0.5,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
195,0.429199219,20,0.6,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
196,0.510302734,20,0.7,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
197,0.565234375,20,0.8,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
198,0.627978516,20,0.9,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
199,0.711425781,20,1,-0.926386849,4.214421546,-2.806259837,-2.377854303,1.80110568,0.95143499,0.858826174,0.442357266,-1.548388768,-0.609255898,10
200,0.070703125,20,0.1,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
201,0.144921875,20,0.2,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
202,0.212402344,20,0.3,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
203,0.282421875,20,0.4,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
204,0.341308594,20,0.5,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
205,0.428613281,20,0.6,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
206,0.501416016,20,0.7,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
207,0.548828125,20,0.8,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
208,0.630615234,20,0.9,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
209,0.702636719,20,1,-1.55227844,4.443666024,1.934228874,0.851525175,0.688180059,0.395536252,-2.507326781,-1.946831737,-1.080499811,-1.226199614,10
210,0.068359375,20,0.1,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
211,0.139453125,20,0.2,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
212,0.208886719,20,0.3,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
213,0.277734375,20,0.4,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
214,0.341308594,20,0.5,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
215,0.409277344,20,0.6,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
216,0.479541016,20,0.7,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
217,0.548046875,20,0.8,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
218,0.618310547,20,0.9,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
219,0.705566406,20,1,-2.10E-17,4.39995794,-3.272108179,-2.168648209,1.418233475,1.124997943,-1.287663996,-0.47650178,0.261732806,-2.68E-16,10
220,0.073046875,20,0.1,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
221,0.141796875,20,0.2,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
222,0.216503906,20,0.3,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
223,0.291015625,20,0.4,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
224,0.347167969,20,0.5,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
225,0.428027344,20,0.6,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
226,0.479541016,20,0.7,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
227,0.575390625,20,0.8,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
228,0.625341797,20,0.9,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
229,0.687011719,20,1,0.531183583,4.409129235,-3.163552278,-1.798319111,-1.406764844,-1.193280066,-0.440391161,1.445922939,0.952988792,0.66308291,10
230,0.069921875,20,0.1,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
231,0.140234375,20,0.2,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
232,0.205957031,20,0.3,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
233,0.274609375,20,0.4,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
234,0.346191406,20,0.5,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
235,0.450292969,20,0.6,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
236,0.475439453,20,0.7,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
237,0.549609375,20,0.8,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
238,0.645556641,20,0.9,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
239,0.703613281,20,1,-0.538453858,4.305228412,-2.633742581,-2.223781951,-1.963533287,1.581265807,1.105199855,0.820956285,0.458741471,-0.911880153,10
240,0.068359375,20,0.1,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
241,0.150390625,20,0.2,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
242,0.213574219,20,0.3,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
243,0.274609375,20,0.4,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
244,0.354980469,20,0.5,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
245,0.427441406,20,0.6,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
246,0.503466797,20,0.7,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
247,0.564453125,20,0.8,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
248,0.631494141,20,0.9,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
249,0.687011719,20,1,-1.389313915,4.247310922,1.926874015,1.348489599,0.536848195,0.414213562,-2.414213562,-2.238735377,-0.867372331,-1.564101107,10
250,0.065234375,20,0.1,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
251,0.140234375,20,0.2,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
252,0.215332031,20,0.3,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
253,0.274609375,20,0.4,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
254,0.327636719,20,0.5,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
255,0.426855469,20,0.6,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
256,0.494580078,20,0.7,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
257,0.600390625,20,0.8,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
258,0.622705078,20,0.9,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
259,0.720214844,20,1,-4.51E-18,4.264319313,-3.246136014,-2.161488839,-1.38452344,-0.7298677,1.609890139,1.145738864,0.502067676,1.63E-16,10
260,0.075390625,20,0.1,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
261,0.144921875,20,0.2,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
262,0.215917969,20,0.3,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
263,0.283203125,20,0.4,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
264,0.343261719,20,0.5,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
265,0.419238281,20,0.6,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
266,0.508935547,20,0.7,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
267,0.551953125,20,0.8,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
268,0.615673828,20,0.9,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
269,0.715332031,20,1,-1.898437924,4.399268323,2.089870254,1.066644522,0.473479399,0.033111038,-0.585068868,-2.363934303,-1.280802706,-1.934129735,10
270,0.069921875,20,0.1,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
271,0.137109375,20,0.2,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
272,0.210058594,20,0.3,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
273,0.283203125,20,0.4,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
274,0.354003906,20,0.5,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
275,0.426855469,20,0.6,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
276,0.479541016,20,0.7,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
277,0.548828125,20,0.8,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
278,0.637646484,20,0.9,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
279,0.690917969,20,1,-1.20622448,4.416370963,1.844727215,-2.71738857,1.049712842,0.53556162,0.283756998,-2.040147657,-0.712071332,-1.454297599,10
280,0.073046875,20,0.1,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
281,0.151171875,20,0.2,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
282,0.225292969,20,0.3,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
283,0.289453125,20,0.4,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
284,0.362792969,20,0.5,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
285,0.412207031,20,0.6,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
286,0.509619141,20,0.7,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
287,0.584765625,20,0.8,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
288,0.639404297,20,0.9,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
289,0.734863281,20,1,-1,4.415980549,2.26776786,1.090826944,0.53081081,-2.610404201,-0.673372476,-1,-1.349592679,-1.672016808,10
290,0.071484375,20,0.1,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
291,0.141796875,20,0.2,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
292,0.211230469,20,0.3,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
293,0.274609375,20,0.4,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
294,0.343261719,20,0.5,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
295,0.431542969,20,0.6,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
296,0.525341797,20,0.7,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
297,0.565234375,20,0.8,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
298,0.640283203,20,0.9,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
299,0.687011719,20,1,-0.729210593,4.426947865,-2.732050808,1.892523425,-2.155034096,0.827014551,0.732050808,0.131764807,-1.394005959,-1,10
300,0.070703125,20,0.1,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
301,0.150390625,20,0.2,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
302,0.211816406,20,0.3,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
303,0.276953125,20,0.4,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
304,0.375488281,20,0.5,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
305,0.422167969,20,0.6,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
306,0.475439453,20,0.7,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
307,0.561328125,20,0.8,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
308,0.643798828,20,0.9,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
309,0.713378906,20,1,0.486094489,4.359444492,2.01079002,-2.590867351,-2.046803515,-1.727127844,1.125832278,-1,-0.740331568,0.122968999,10
310,0.070703125,20,0.1,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
311,0.141015625,20,0.2,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
312,0.203027344,20,0.3,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
313,0.284765625,20,0.4,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
314,0.354003906,20,0.5,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
315,0.423339844,20,0.6,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
316,0.492529297,20,0.7,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
317,0.566015625,20,0.8,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
318,0.629736328,20,0.9,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
319,0.683105469,20,1,-1.458025982,4.396204996,-2.912212191,1.664335151,1.082318377,0.72425752,0.153468835,-0.429900689,-1.931614468,-1.288831549,10
320,0.072265625,20,0.1,2.78E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-3.36E-17,-1,10
321,0.147265625,20,0.2,-3.44E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-1,2.63E-17,10
322,0.214160156,20,0.3,-3.44E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-1,2.63E-17,10
323,0.284765625,20,0.4,2.78E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-3.36E-17,-1,10
324,0.355957031,20,0.5,2.78E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-3.36E-17,-1,10
325,0.412207031,20,0.6,-3.44E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-1,2.63E-17,10
326,0.491162109,20,0.7,-3.44E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-1,2.63E-17,10
327,0.576171875,20,0.8,-3.44E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-1,2.63E-17,10
328,0.644677734,20,0.9,-3.44E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-1,2.63E-17,10
329,0.715332031,20,1,2.78E-17,4.293847464,2.13197059,1.264038552,-2.966249724,-2.037128273,-1,-0.686478609,-3.36E-17,-1,10
330,0.073046875,20,0.1,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
331,0.139453125,20,0.2,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
332,0.203027344,20,0.3,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
333,0.290234375,20,0.4,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
334,0.343261719,20,0.5,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
335,0.416894531,20,0.6,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
336,0.504833984,20,0.7,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
337,0.566015625,20,0.8,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
338,0.638525391,20,0.9,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
339,0.721191406,20,1,0.14969621,4.325047808,-2.985550705,1.717795102,1.217258884,-2.035215243,-1.439320929,-1.224116988,0.43354967,-0.159143808,10
340,0.069921875,20,0.1,-2.32543623,4.50830825,1.571880327,1.028376745,0.478742888,2.81E-16,-0.274548725,-0.575526342,-2.636803462,-1.77499345,10
